,person,bicycle,car,motorcycle,airplane,bus,train,truck,boat,traffic light,fire hydrant,,stop sign,parking meter,bench,bird,cat,dog,horse,sheep,cow,elephant,bear,zebra,giraffe,,backpack,umbrella,,,handbag,tie,suitcase,frisbee,skis,snowboard,sports ball,kite,baseball bat,baseball glove,skateboard,surfboard,tennis racket,bottle,,wine glass,cup,fork,knife,spoon,bowl,banana,apple,sandwich,orange,broccoli,carrot,hot dog,pizza,donut,cake,chair,couch,potted plant,bed,,dining table,,,toilet,,tv,laptop,mouse,remote,keyboard,cell phone,microwave,oven,toaster,sink,refrigerator,,book,clock,vase,scissors,teddy bear,hair drier,toothbrush,
fire hydrant,0.40502630040911747,0.06078316773816481,0.44593804792518993,0.023962594973699593,0.0029222676797194622,0.049094097019286964,0.007597895967270602,0.15838690824079485,0.0035067212156633548,0.14611338398597312,1.0,0.0,0.0695499707773232,0.029807130333138514,0.04734073641145529,0.0070134424313267095,0.0029222676797194622,0.02863822326125073,0.0070134424313267095,0.0005844535359438925,0.001168907071887785,0.0005844535359438925,0.0,0.0,0.0,0.0,0.05493863237872589,0.02863822326125073,0.0,0.0,0.07831677381648158,0.00467562828755114,0.0070134424313267095,0.00233781414377557,0.0,0.0005844535359438925,0.006428988895382817,0.0017533606078316774,0.004091174751607247,0.0017533606078316774,0.01870251315020456,0.0017533606078316774,0.001168907071887785,0.007597895967270602,0.0,0.0017533606078316774,0.008766803039158387,0.0,0.0,0.0,0.0029222676797194622,0.0005844535359438925,0.0005844535359438925,0.0017533606078316774,0.0005844535359438925,0.0,0.0,0.001168907071887785,0.001168907071887785,0.0005844535359438925,0.0005844535359438925,0.020455873758036237,0.0017533606078316774,0.03565166569257744,0.0005844535359438925,0.0,0.006428988895382817,0.0,0.0,0.0005844535359438925,0.0,0.004091174751607247,0.0,0.0,0.0,0.0,0.015780245470485097,0.0005844535359438925,0.0,0.0,0.0005844535359438925,0.0,0.0,0.0029222676797194622,0.015780245470485097,0.0017533606078316774,0.0,0.0029222676797194622,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stop sign,0.37254901960784315,0.07208765859284891,0.447520184544406,0.046712802768166084,0.0028835063437139563,0.0715109573241061,0.02249134948096886,0.1707035755478662,0.0034602076124567475,0.09688581314878893,0.06862745098039215,0.0,1.0,0.016724336793540948,0.02249134948096886,0.008073817762399078,0.0017301038062283738,0.00922722029988466,0.012110726643598616,0.002306805074971165,0.0028835063437139563,0.0028835063437139563,0.0,0.0011534025374855825,0.0011534025374855825,0.0,0.050173010380622836,0.02422145328719723,0.0,0.0,0.06978085351787773,0.0057670126874279125,0.00980392156862745,0.004036908881199539,0.004036908881199539,0.002306805074971165,0.0034602076124567475,0.0034602076124567475,0.002306805074971165,0.002306805074971165,0.01384083044982699,0.002306805074971165,0.0028835063437139563,0.008073817762399078,0.0,0.0011534025374855825,0.00865051903114187,0.0017301038062283738,0.0028835063437139563,0.0005767012687427913,0.0034602076124567475,0.0017301038062283738,0.0,0.002306805074971165,0.0005767012687427913,0.0,0.0005767012687427913,0.0,0.0011534025374855825,0.0005767012687427913,0.002306805074971165,0.014994232987312572,0.0017301038062283738,0.02249134948096886,0.002306805074971165,0.0,0.006343713956170704,0.0,0.0,0.0005767012687427913,0.0,0.0017301038062283738,0.0005767012687427913,0.0,0.0005767012687427913,0.0005767012687427913,0.012687427912341408,0.0,0.0005767012687427913,0.0,0.0,0.0017301038062283738,0.0,0.0028835063437139563,0.014417531718569783,0.0011534025374855825,0.0011534025374855825,0.0017301038062283738,0.0,0.0,0.0
parking meter,0.46382978723404256,0.10921985815602837,0.672340425531915,0.04539007092198582,0.0028368794326241137,0.04964539007092199,0.0070921985815602835,0.18581560283687942,0.00425531914893617,0.13191489361702127,0.0723404255319149,0.0,0.04113475177304965,1.0,0.04539007092198582,0.00425531914893617,0.00425531914893617,0.02695035460992908,0.0070921985815602835,0.0028368794326241137,0.0,0.0,0.0,0.0,0.0,0.0,0.05815602836879433,0.02695035460992908,0.0,0.0,0.10638297872340424,0.009929078014184398,0.011347517730496455,0.005673758865248227,0.0028368794326241137,0.0,0.0,0.0014184397163120568,0.0,0.0,0.009929078014184398,0.0,0.0,0.00425531914893617,0.0,0.0014184397163120568,0.018439716312056736,0.0028368794326241137,0.0,0.0,0.0,0.0014184397163120568,0.0,0.0,0.0,0.0,0.0,0.0028368794326241137,0.00425531914893617,0.0014184397163120568,0.0014184397163120568,0.02127659574468085,0.0014184397163120568,0.03404255319148936,0.0,0.0,0.018439716312056736,0.0,0.0,0.00425531914893617,0.0,0.0014184397163120568,0.0028368794326241137,0.0,0.0,0.0014184397163120568,0.018439716312056736,0.0014184397163120568,0.0,0.0,0.0,0.0,0.0,0.00425531914893617,0.01276595744680851,0.0028368794326241137,0.0,0.0,0.0,0.0,0.0
bench,0.7375224416517056,0.06050269299820467,0.14631956912028724,0.02136445242369838,0.004308797127468581,0.03895870736086176,0.04201077199281867,0.04219030520646319,0.0362657091561939,0.03285457809694794,0.014542190305206463,0.0,0.007001795332136445,0.005745062836624776,1.0,0.03536804308797127,0.02549371633752244,0.04614003590664272,0.011131059245960502,0.005026929982046679,0.006822262118491921,0.020107719928186715,0.0021543985637342907,0.001615798922800718,0.0035906642728904844,0.0,0.10215439856373429,0.06588868940754039,0.0,0.0,0.14201077199281867,0.026391382405745064,0.02603231597845601,0.024416517055655295,0.011669658886894075,0.005565529622980251,0.07701974865350089,0.013285457809694793,0.07737881508078995,0.06786355475763016,0.0578096947935368,0.005565529622980251,0.05134649910233393,0.05511669658886894,0.0,0.005385996409335727,0.04452423698384201,0.01238779174147217,0.00843806104129264,0.010233393177737882,0.02028725314183124,0.005026929982046679,0.003231597845601436,0.009156193895870735,0.002872531418312388,0.0008976660682226211,0.0010771992818671453,0.005745062836624776,0.00933572710951526,0.0035906642728904844,0.005385996409335727,0.12351885098743266,0.01059245960502693,0.05924596050269299,0.004847396768402154,0.0,0.07648114901256732,0.0,0.0,0.001615798922800718,0.0,0.007181328545780969,0.012028725314183123,0.0010771992818671453,0.001436265709156194,0.0012567324955116697,0.04919210053859964,0.0012567324955116697,0.001436265709156194,0.0,0.004129263913824057,0.0021543985637342907,0.0,0.029982046678635545,0.03249551166965888,0.009156193895870735,0.0010771992818671453,0.009515260323159785,0.00017953321364452425,0.0008976660682226211,0.0
bird,0.24559777571825767,0.019462465245597776,0.05622489959839358,0.007723200494284832,0.007723200494284832,0.012666048810627125,0.006796416434970653,0.025949953660797036,0.07290701266604882,0.016682113067655237,0.0037071362372567192,0.0,0.004324992276799506,0.0009267840593141798,0.06085881989496448,1.0,0.02255174544331171,0.02069817732468335,0.014210688909484091,0.012974976830398518,0.023169601482854494,0.02255174544331171,0.006487488415199259,0.03027494593759654,0.04294099474822367,0.0,0.019771393265369173,0.02347852950262589,0.0,0.0,0.03429101019462465,0.005560704355885079,0.0037071362372567192,0.004942848316342293,0.0009267840593141798,0.0,0.0027803521779425394,0.013283904850169911,0.0006178560395427866,0.0006178560395427866,0.006487488415199259,0.017299969107198023,0.0003089280197713933,0.018226753166512205,0.0,0.0037071362372567192,0.022242817423540315,0.004016064257028113,0.004016064257028113,0.004942848316342293,0.017608897126969416,0.005251776336113685,0.014828544949026877,0.0003089280197713933,0.0037071362372567192,0.0009267840593141798,0.0012357120790855733,0.0015446400988569664,0.002162496138399753,0.0009267840593141798,0.005251776336113685,0.04911955514365154,0.010812480691998765,0.0228606734630831,0.006487488415199259,0.0,0.028421377818968183,0.0,0.0,0.0015446400988569664,0.0,0.010812480691998765,0.004016064257028113,0.0018535681186283596,0.0030892801977139327,0.0030892801977139327,0.0074142724745134385,0.0024714241581711466,0.006178560395427865,0.0003089280197713933,0.005869632375656473,0.004324992276799506,0.0,0.018226753166512205,0.03367315415508187,0.009267840593141799,0.0030892801977139327,0.0037071362372567192,0.0,0.0018535681186283596,0.0
cat,0.16844919786096255,0.017258142926592123,0.03986387943607195,0.009236752552260573,0.0007292173067574136,0.0007292173067574136,0.0007292173067574136,0.0038891589693728734,0.0012153621779290226,0.0007292173067574136,0.0012153621779290226,0.0,0.0007292173067574136,0.0007292173067574136,0.034516285853184246,0.01774428779776373,1.0,0.05055906660184735,0.0014584346135148273,0.0031599416626154593,0.0009722897423432184,0.0007292173067574136,0.0007292173067574136,0.0007292173067574136,0.0002430724355858046,0.0,0.02187651920272241,0.014098201263976666,0.0,0.0,0.030384054448225572,0.010938259601361204,0.053475935828877004,0.0002430724355858046,0.0002430724355858046,0.0,0.004375303840544482,0.0004861448711716092,0.0004861448711716092,0.0007292173067574136,0.0007292173067574136,0.0004861448711716092,0.0009722897423432184,0.07292173067574136,0.0,0.007778317938745747,0.06441419543023821,0.005833738454059309,0.008993680116674767,0.008750607681088964,0.05979581915410793,0.009479824987846377,0.007049100631988333,0.003403014098201264,0.0053475935828877,0.0012153621779290226,0.004375303840544482,0.0,0.0031599416626154593,0.003403014098201264,0.004132231404958677,0.14098201263976662,0.1166747690811862,0.05760816723383569,0.13174526008750606,0.0,0.05396208070004861,0.0,0.0,0.03719008264462809,0.0,0.09771511910549344,0.09552746718522119,0.04156538648517258,0.049343704423918326,0.05590666018473505,0.019688867282450166,0.008993680116674767,0.008750607681088964,0.0007292173067574136,0.04521147301895965,0.022119591638308213,0.0,0.12518230432668936,0.015313563441905686,0.02503646086533787,0.007535245503159941,0.02187651920272241,0.001701507049100632,0.01020904229460379,0.0
dog,0.46727480045610037,0.03192702394526796,0.1096921322690992,0.024629418472063853,0.0013683010262257698,0.010946408209806158,0.0038768529076396805,0.05153933865450399,0.03511972633979476,0.013226909920182441,0.011174458380843785,0.0,0.003648802736602053,0.004332953249714938,0.05860889395667046,0.015279361459521095,0.04743443557582668,1.0,0.024857468643101482,0.026453819840364882,0.01573546180159635,0.0018244013683010264,0.0013683010262257698,0.0011402508551881414,0.0002280501710376283,0.0,0.049486887115165336,0.021664766248574687,0.0,0.0,0.05952109464082098,0.014139110604332953,0.01847206385404789,0.11881413911060433,0.011630558722919043,0.0018244013683010264,0.018928164196123146,0.013911060433295324,0.002280501710376283,0.0025085518814139114,0.018015963511972634,0.023945267958950966,0.003192702394526796,0.05176738882554162,0.0,0.005701254275940707,0.04561003420752566,0.005929304446978335,0.008209806157354619,0.007525655644241733,0.03831242873432155,0.005017103762827823,0.00524515393386545,0.002280501710376283,0.0068415051311288486,0.0009122006841505132,0.005701254275940707,0.0025085518814139114,0.006385404789053592,0.005017103762827823,0.015051311288483466,0.12132269099201823,0.10627137970353477,0.04241733181299886,0.08095781071835804,0.0,0.05085518814139111,0.0,0.0,0.005473204104903079,0.0,0.03922462941847206,0.028278221208665907,0.007753705815279361,0.02873432155074116,0.012770809578107185,0.020524515393386546,0.006157354618015963,0.012314709236031927,0.0004561003420752566,0.012542759407069556,0.012770809578107185,0.0,0.06431014823261118,0.01596351197263398,0.018015963511972634,0.002280501710376283,0.0225769669327252,0.002280501710376283,0.0041049030786773095,0.0
horse,0.6827609656579395,0.0268616116967018,0.13022781366882014,0.008500510030601836,0.0013600816048962938,0.025841550493029584,0.009180550833049984,0.07242434546072764,0.012920775246514792,0.027881672900374025,0.004080244814688882,0.0,0.007140428425705543,0.0017001020061203672,0.021081264875892552,0.015640938456307377,0.002040122407344441,0.03706222373342401,1.0,0.019041142468548114,0.04318259095545733,0.003060183611016661,0.0,0.005780346820809248,0.002040122407344441,0.0,0.031281876912614755,0.02618157089425366,0.0,0.0,0.044882692961577694,0.045562733764025844,0.0034002040122407345,0.00034002040122407346,0.0027201632097925877,0.00034002040122407346,0.0051003060183611015,0.00034002040122407346,0.0,0.00034002040122407346,0.00034002040122407346,0.00034002040122407346,0.00034002040122407346,0.012580754845290717,0.0,0.0013600816048962938,0.007820469228153689,0.0,0.0017001020061203672,0.002040122407344441,0.005780346820809248,0.0017001020061203672,0.0010200612036722204,0.0006800408024481469,0.0010200612036722204,0.0006800408024481469,0.0017001020061203672,0.0,0.00034002040122407346,0.0013600816048962938,0.006800408024481469,0.03570214212852771,0.0037402244134648083,0.025161509690581434,0.002040122407344441,0.0,0.011220673240394424,0.0,0.0,0.0006800408024481469,0.0,0.005440326419585175,0.0006800408024481469,0.0006800408024481469,0.0006800408024481469,0.0006800408024481469,0.012580754845290717,0.00034002040122407346,0.0017001020061203672,0.00034002040122407346,0.0023801428085685142,0.0010200612036722204,0.0,0.008500510030601836,0.01088065283917035,0.005780346820809248,0.00034002040122407346,0.0027201632097925877,0.0,0.0006800408024481469,0.0
sheep,0.24068018312622627,0.006540222367560497,0.05624591236102027,0.009156311314584697,0.0013080444735120995,0.011118378024852844,0.0032701111837802484,0.05428384565075213,0.006540222367560497,0.001962066710268149,0.0006540222367560497,0.0,0.002616088947024199,0.0013080444735120995,0.018312622629169394,0.02746893394375409,0.008502289077828646,0.07586657946370177,0.03662524525833879,1.0,0.06801831262262917,0.0,0.0006540222367560497,0.004578155657292349,0.0006540222367560497,0.0,0.016350555918901243,0.004578155657292349,0.0,0.0,0.02289077828646174,0.011118378024852844,0.0032701111837802484,0.0,0.0,0.0,0.0006540222367560497,0.0006540222367560497,0.0,0.0,0.0,0.0006540222367560497,0.0,0.010464355788096796,0.0,0.0013080444735120995,0.005886200130804447,0.0,0.001962066710268149,0.001962066710268149,0.005886200130804447,0.0006540222367560497,0.0006540222367560497,0.0006540222367560497,0.0,0.0,0.0013080444735120995,0.0,0.0,0.0006540222367560497,0.004578155657292349,0.01765860039241334,0.001962066710268149,0.005232177894048398,0.0013080444735120995,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.001962066710268149,0.001962066710268149,0.0006540222367560497,0.0,0.0006540222367560497,0.009156311314584697,0.0,0.0,0.0,0.0006540222367560497,0.0006540222367560497,0.0,0.001962066710268149,0.0013080444735120995,0.001962066710268149,0.005886200130804447,0.004578155657292349,0.0,0.0,0.0
cow,0.31249999999999994,0.028455284552845527,0.07469512195121951,0.046747967479674794,0.0010162601626016261,0.013719512195121951,0.004573170731707317,0.051829268292682924,0.022865853658536585,0.004573170731707317,0.0010162601626016261,0.0,0.002540650406504065,0.0,0.019308943089430895,0.03810975609756097,0.0020325203252032522,0.035060975609756094,0.06453252032520325,0.05284552845528455,1.0,0.00508130081300813,0.0005081300813008131,0.019817073170731708,0.011686991869918699,0.0,0.016260162601626018,0.014735772357723578,0.0,0.0,0.022865853658536585,0.011686991869918699,0.003556910569105691,0.0010162601626016261,0.0,0.0,0.0010162601626016261,0.0010162601626016261,0.0,0.0005081300813008131,0.0,0.0005081300813008131,0.0,0.00863821138211382,0.0,0.0,0.004573170731707317,0.0,0.0005081300813008131,0.0,0.006605691056910569,0.0040650406504065045,0.002540650406504065,0.0,0.002540650406504065,0.0,0.0,0.0,0.0,0.0005081300813008131,0.0005081300813008131,0.01524390243902439,0.0005081300813008131,0.005589430894308943,0.0020325203252032522,0.0,0.007113821138211382,0.0,0.0,0.0005081300813008131,0.0,0.0040650406504065045,0.002540650406504065,0.0,0.0,0.0005081300813008131,0.006605691056910569,0.0,0.0005081300813008131,0.0,0.0005081300813008131,0.0015243902439024389,0.0,0.0015243902439024389,0.002540650406504065,0.0005081300813008131,0.0,0.002540650406504065,0.0005081300813008131,0.0,0.0
elephant,0.40363975734951,0.011665888940737284,0.05179654689687354,0.01773215118992067,0.0004666355576294914,0.007466168922071862,0.004666355576294913,0.025664955669622024,0.00699953336444237,0.005132991133924405,0.0004666355576294914,0.0,0.0023331777881474567,0.0,0.05226318245450303,0.03406439570695287,0.0013999066728884741,0.003733084461035931,0.004199720018665422,0.0,0.004666355576294913,1.0,0.0018665422305179655,0.016332244517032198,0.011199253383107793,0.0,0.032664489034064395,0.024731684554363042,0.0,0.0,0.04573028464769015,0.006066262249183388,0.0013999066728884741,0.0,0.0,0.0,0.014465702286514231,0.0,0.0004666355576294914,0.0,0.0,0.0,0.0,0.00699953336444237,0.0,0.0,0.0027998133457769483,0.0004666355576294914,0.0013999066728884741,0.0004666355576294914,0.004199720018665422,0.004199720018665422,0.0027998133457769483,0.0,0.0018665422305179655,0.0004666355576294914,0.0027998133457769483,0.0,0.0,0.0,0.0004666355576294914,0.022865142323845074,0.0018665422305179655,0.006532897806812879,0.0009332711152589828,0.0,0.0055996266915538965,0.0,0.0,0.0009332711152589828,0.0,0.0023331777881474567,0.0,0.0,0.0004666355576294914,0.0,0.006532897806812879,0.0009332711152589828,0.0004666355576294914,0.0,0.0009332711152589828,0.0013999066728884741,0.0,0.004199720018665422,0.004199720018665422,0.0013999066728884741,0.0,0.0013999066728884741,0.0,0.0,0.0
bear,0.08333333333333333,0.0010416666666666667,0.008333333333333333,0.0010416666666666667,0.0,0.003125,0.0,0.007291666666666667,0.0020833333333333333,0.0,0.0,0.0,0.0,0.0,0.0125,0.021875,0.003125,0.00625,0.0,0.0010416666666666667,0.0010416666666666667,0.004166666666666667,1.0,0.003125,0.003125,0.0,0.008333333333333333,0.0020833333333333333,0.0,0.0,0.00625,0.0010416666666666667,0.0010416666666666667,0.003125,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0010416666666666667,0.0,0.0,0.005208333333333333,0.0,0.0010416666666666667,0.004166666666666667,0.0010416666666666667,0.0010416666666666667,0.0,0.005208333333333333,0.0010416666666666667,0.0020833333333333333,0.0,0.0010416666666666667,0.0,0.014583333333333334,0.0,0.0,0.0,0.004166666666666667,0.015625,0.004166666666666667,0.005208333333333333,0.0,0.0,0.00625,0.0,0.0,0.0,0.0,0.0020833333333333333,0.0,0.0010416666666666667,0.0010416666666666667,0.0010416666666666667,0.004166666666666667,0.0010416666666666667,0.0,0.0,0.0,0.0020833333333333333,0.0,0.009375,0.003125,0.003125,0.0,0.016666666666666666,0.0,0.0,0.0
zebra,0.056367432150313146,0.0010438413361169101,0.025052192066805843,0.0,0.0,0.0020876826722338203,0.0005219206680584551,0.011482254697286013,0.0,0.0,0.0,0.0,0.0010438413361169101,0.0,0.004697286012526096,0.051148225469728595,0.0015657620041753652,0.002609603340292275,0.008872651356993735,0.0036534446764091857,0.020354906054279746,0.01826722338204593,0.0015657620041753652,1.0,0.10281837160751565,0.0,0.0015657620041753652,0.0041753653444676405,0.0,0.0,0.004697286012526096,0.002609603340292275,0.0010438413361169101,0.0,0.0,0.0,0.0005219206680584551,0.0,0.0,0.0,0.0,0.0005219206680584551,0.0,0.0005219206680584551,0.0,0.0,0.0015657620041753652,0.0,0.0,0.0,0.0036534446764091857,0.0,0.0,0.0,0.0,0.0005219206680584551,0.0,0.0,0.0,0.0,0.0010438413361169101,0.0031315240083507304,0.0005219206680584551,0.0041753653444676405,0.0,0.0,0.0015657620041753652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010438413361169101,0.0,0.0,0.0,0.0,0.0,0.0,0.0005219206680584551,0.0,0.0005219206680584551,0.0,0.0,0.0,0.0,0.0
giraffe,0.1720345640219953,0.0003927729772191674,0.0192458758837392,0.0,0.0003927729772191674,0.0031421838177533392,0.0,0.009819324430479184,0.0031421838177533392,0.0,0.0,0.0,0.0007855459544383348,0.0,0.007855459544383346,0.05459544383346426,0.0003927729772191674,0.0003927729772191674,0.002356637863315004,0.0003927729772191674,0.009033778476040848,0.009426551453260016,0.001178318931657502,0.07737627651217596,1.0,0.0,0.010997643362136687,0.007069913589945013,0.0,0.0,0.023173605655930875,0.0007855459544383348,0.0003927729772191674,0.0,0.0,0.0,0.0003927729772191674,0.0,0.0,0.0,0.0,0.0003927729772191674,0.0,0.0031421838177533392,0.0,0.0,0.004320502749410841,0.0,0.0,0.0,0.0035349567949725063,0.0,0.0,0.0,0.0003927729772191674,0.0,0.004320502749410841,0.0,0.0,0.0,0.0,0.002356637863315004,0.0,0.004320502749410841,0.0003927729772191674,0.0,0.0019638648860958365,0.0,0.0,0.0,0.0,0.0003927729772191674,0.001178318931657502,0.0003927729772191674,0.0,0.0,0.004320502749410841,0.0,0.0,0.0,0.0003927729772191674,0.0,0.0,0.0,0.0003927729772191674,0.0,0.0,0.0007855459544383348,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
backpack,0.9106367583212736,0.11486975397973952,0.18686685962373373,0.06041968162083936,0.01248191027496382,0.08646888567293777,0.043777134587554264,0.07796671490593343,0.020622286541244574,0.08140376266280754,0.017004341534008684,0.0,0.01573806078147612,0.007416787264833575,0.10293053545586107,0.011577424023154849,0.016280752532561508,0.03925470332850941,0.016642547033285094,0.004522431259044863,0.0057887120115774245,0.012662807525325616,0.0014471780028943561,0.0005426917510853835,0.005065123010130247,0.0,1.0,0.09135311143270623,0.0,0.0,0.30463096960926195,0.033104196816208395,0.1255426917510854,0.022793053545586108,0.11776410998552823,0.033827785817655574,0.02767727930535456,0.0296671490593343,0.011939218523878439,0.00958755426917511,0.057163531114327065,0.01483357452966715,0.023516642547033288,0.07561505065123011,0.0,0.008140376266280754,0.049023154848046306,0.007054992764109986,0.008683068017366137,0.007416787264833575,0.01718523878437048,0.008863965267727932,0.00560781476121563,0.005426917510853836,0.00560781476121563,0.0005426917510853835,0.0016280752532561507,0.004703328509406657,0.006693198263386397,0.003437047756874096,0.004884225759768452,0.12626628075253257,0.03020984081041968,0.03219971056439942,0.026410998552821998,0.0,0.05227930535455862,0.0,0.0,0.002170767004341534,0.0,0.03780752532561506,0.040340086830680175,0.011034732272069464,0.02044138929088278,0.00958755426917511,0.08683068017366137,0.0032561505065123015,0.005969609261939219,0.0007235890014471781,0.007778581765557163,0.008502170767004342,0.0,0.0493849493487699,0.035455861070911726,0.009949348769898697,0.0025325615050651234,0.008863965267727932,0.00018089725036179451,0.0014471780028943561,0.0
umbrella,0.8686995967741936,0.078125,0.1958165322580645,0.048387096774193554,0.002772177419354839,0.04334677419354839,0.009576612903225808,0.06880040322580645,0.06552419354838711,0.057711693548387094,0.012348790322580646,0.0,0.01058467741935484,0.004788306451612904,0.0924899193548387,0.019153225806451617,0.01461693548387097,0.02394153225806452,0.019405241935483875,0.0017641129032258066,0.007308467741935485,0.01335685483870968,0.0005040322580645162,0.002016129032258065,0.0045362903225806455,0.0,0.12726814516129034,1.0,0.0,0.0,0.288054435483871,0.033014112903225805,0.021421370967741937,0.014868951612903228,0.002016129032258065,0.0005040322580645162,0.025453629032258066,0.02242943548387097,0.0045362903225806455,0.003780241935483871,0.013860887096774193,0.02091733870967742,0.011592741935483871,0.052923387096774195,0.0,0.01335685483870968,0.04536290322580645,0.008820564516129033,0.010080645161290322,0.009828629032258064,0.020161290322580645,0.01612903225806452,0.006300403225806452,0.007560483870967742,0.008568548387096774,0.0017641129032258066,0.0045362903225806455,0.007308467741935485,0.005040322580645161,0.0025201612903225806,0.004284274193548387,0.22001008064516128,0.0070564516129032265,0.05897177419354839,0.007560483870967742,0.0,0.10080645161290323,0.0,0.0,0.0017641129032258066,0.0,0.006804435483870969,0.005544354838709678,0.0022681451612903227,0.0015120967741935486,0.0015120967741935486,0.04259072580645161,0.0022681451612903227,0.002016129032258065,0.0002520161290322581,0.002016129032258065,0.002772177419354839,0.0,0.021421370967741937,0.020665322580645164,0.0070564516129032265,0.0015120967741935486,0.0070564516129032265,0.0,0.0012600806451612903,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handbag,0.9095161526092677,0.09516152609267652,0.22116649612629735,0.06534132436778249,0.013886858646396726,0.09866978511913463,0.05043122350533548,0.09106855722847537,0.017395117672854846,0.0975003654436486,0.019587779564391172,0.0,0.017687472591726355,0.010963309457681626,0.11562637041368222,0.016225697997368806,0.018272182429469378,0.03815231691273206,0.019295424645519664,0.005116211080251426,0.006577985674608976,0.01432539102470399,0.0008770647566145301,0.0013155971349217953,0.008624470106709546,0.0,0.24616284168981145,0.167080836135068,0.0,0.0,1.0,0.06227159771963164,0.11504166057593919,0.011840374214296156,0.00380061394532963,0.001900306972664815,0.01432539102470399,0.023680748428592312,0.005262388539687181,0.0036544364858938755,0.02163426399649174,0.00906300248501681,0.012278906592603422,0.09311504166057595,0.0,0.029527846806022513,0.08010524777079375,0.020026311942698438,0.020318666861569946,0.018564537348340886,0.03815231691273206,0.015348633240754276,0.011986551673731912,0.011255664376553136,0.011986551673731912,0.0036544364858938755,0.005554743458558691,0.00994006724163134,0.014033036105832482,0.009355357403888322,0.013155971349217952,0.1453003946791405,0.033328460751352144,0.050869755883642745,0.022949861131413535,0.0,0.09413828387662623,0.0,0.0,0.006285630755737465,0.0,0.03683671977781026,0.032159041075866104,0.00994006724163134,0.02163426399649174,0.009793889782195586,0.13302148808653708,0.00760122789065926,0.010963309457681626,0.000730887297178775,0.019587779564391172,0.014033036105832482,0.0,0.05964040344978805,0.04794620669492765,0.016810407835111826,0.00380061394532963,0.014471568484139746,0.00146177459435755,0.004677678701944161,0.0
tie,0.953280839895013,0.02152230971128609,0.07821522309711286,0.01732283464566929,0.011023622047244094,0.031496062992125984,0.01732283464566929,0.03359580052493438,0.003674540682414698,0.021259842519685036,0.002099737532808399,0.0,0.0026246719160104982,0.001837270341207349,0.03858267716535433,0.004724409448818898,0.011811023622047244,0.01627296587926509,0.03517060367454068,0.004461942257217847,0.006036745406824146,0.003412073490813648,0.00026246719160104987,0.0013123359580052491,0.0005249343832020997,0.0,0.048031496062992125,0.034383202099737525,0.0,0.0,0.11181102362204723,1.0,0.029921259842519685,0.0015748031496062992,0.0013123359580052491,0.00026246719160104987,0.01443569553805774,0.0010498687664041995,0.007874015748031496,0.006824146981627296,0.0052493438320209964,0.0010498687664041995,0.021259842519685036,0.06089238845144357,0.0,0.05406824146981627,0.0921259842519685,0.02204724409448819,0.04960629921259842,0.01863517060367454,0.03123359580052493,0.003674540682414698,0.003674540682414698,0.003674540682414698,0.001837270341207349,0.0013123359580052491,0.003412073490813648,0.0031496062992125984,0.004724409448818898,0.0026246719160104982,0.056955380577427814,0.15774278215223098,0.031496062992125984,0.04015748031496063,0.012598425196850394,0.0,0.10734908136482939,0.0,0.0,0.0026246719160104982,0.0,0.028608923884514435,0.023097112860892388,0.003937007874015748,0.008136482939632546,0.006561679790026247,0.0706036745406824,0.0010498687664041995,0.004199475065616798,0.0,0.0049868766404199474,0.005511811023622047,0.0,0.05354330708661417,0.027821522309711286,0.02047244094488189,0.006036745406824146,0.02204724409448819,0.00026246719160104987,0.0010498687664041995,0.0
